平面设计组长,石家庄,尚色艺创,20-99人,4-8K,1年以内,大专,"['包装设计', '广告设计', '平面设计', '全勤奖 季度奖', '五险 节日福利']"
图像算法工程师,石家庄,鸿海环保,20-99人,15-30K,3-5年,本科,['语音/图像识别']
省区办事处负责人,石家庄,三盟科技,500-999人,15-20K,10年以上,大专,"['对企业/机构（To B）销售经验', '面销/陌拜经验', '互联网/科技', '教育培训', '软件/企业服务产品', '其他产品/服务', '面销/陌拜', '智慧教育', '智慧校园', '智慧课堂']"
编程师训主管 五险+带薪暑假+晋升空间大,石家庄,衡教培训学校有限公司,1000-9999人,6-10K,1-3年,本科,"['线下培训机构', '编程', 'K12', '教研']"
多媒体设计师,石家庄,河北创研数字城市,20-99人,3-6K,经验不限,大专,"['AE', 'AI', 'DaVinci', 'Premiere']"
产品总监,石家庄,维尔达软件,20-99人,20-25K·15薪,5-10年,本科,"['市场调研', '产品设计', '市场运营管理', '智慧城市', '产品总监', '人工智能产品', '平台产品']"
双休五险+UI视觉设计,石家庄,河北远见,20-99人,4-6K,经验不限,学历不限,"['视觉设计', '图标设计', '界面设计']"
店长经理,石家庄,石家庄松鼠信息技...,0-20人,6-11K,1-3年,本科,"['培训机构', '线下教育', '有销售经验', '线上教育', '有教培机构从业经验，善于跟家长沟通', '接受居家办公', '有大型教育机构经验', '营销相关专业', '守时，诚信，有亲和力，勇于担当，有活力。', '全职工作', '中学生', '学前儿童/小学生', '中小学生喜欢你，有梗有料能搞笑']"
经营副总经理,石家庄,冀拓科技集团,100-499人,10-15K·13薪,5-10年,本科,"['公司管理', '副总裁/副总经理/VP', '政府关系管理', '销售管理', '董事会秘书', '企业运营', 'SaaS', '人工智能']"
乐高机器人教师,石家庄,赫锋教育,20-99人,5-6K,经验不限,大专,"['销售经验', '教师', '小班教学（3-25人）', '线下教育', '线下授课', '教师资格证', '全职兼职均可', '大型教育机构经验', '坐班', '熟练掌握计算机语言', '中学生', '教研', '助教', '兼职', '课程/课件研发', '学前儿童/小学生', '早教']"
童装设计师、童装设计师助理,石家庄,迪卡设计,0-20人,3-8K,经验不限,学历不限,"['设计初稿', 'CorelDRAW', 'AI', '卡通风格', '童装设计', '图案设计', '设计师助理']"
项目经理,石家庄,依图,1000-9999人,15-25K,经验不限,本科,"['安防行业', '省厅交付']"
平面设计学徒,石家庄,艺丰广告,0-20人,1-3K,经验不限,高中,"['PS', '全职兼职均可', '广告/设计公司', '户外广告设计', '简约风格', '支持远程办公', 'AI', '设计师', '画册设计', '广告设计', 'PhotoShop', 'VI设计']"
高级机器学习算法工程师,石家庄,海康威视,10000人以上,12-20K,3-5年,硕士,"['机器学习算法/工程化经验', '智能驾驶', 'C/C++']"
售后工程师,石家庄,"家庭影院,智能家居",0-20人,5-9K,经验不限,大专,"['售后支持', '人工智能']"
高薪招聘兼职AI算法工程师,石家庄,牛途网络,0-20人,20-21K,5-10年,本科,['无明显侧重']
平面设计,石家庄,稷盛商贸,20-99人,4-7K,经验不限,学历不限,"['包装设计', '广告设计', 'AI', 'PS']"
产品总监/vp,石家庄,鹏鹄科技,20-99人,15-22K,10年以上,本科,"['中台/后台产品', '数据产品', '产品规划', '智慧交通', '人工智能']"
设计拼版,石家庄,绚文图文,0-20人,3-6K,3-5年,学历不限,"['页面排版', 'PhotoShop', 'AI软件', 'InDesign', 'CorelDRAW', '全职']"
文创插画师（可双休，可实习）,石家庄,先形设计,0-20人,3-5K,1-3年,本科,"['手绘', '插画设计', '设计师', '动画设计', '文创设计', 'AE软件', '包装设计', 'VI设计']"
高中学科老师（语文/数学/英语/物理/化学）,石家庄,有教无类,100-499人,8-12K,1-3年,本科,"['全职', '培训机构', '线上教育', '教学管理', '教师', '课程销售', '大班教学（25人以上）', '小班教学（3-25人）', '高中教育工作经验', '教育学专业背景', '销售经验', '高三', '高一', '高二', '二讲老师', '人工智能']"
高级解决方案经理,石家庄,长城新媒体科技公司,20-99人,6-11K·13薪,3-5年,本科,"['产品设计', '方案编制', '智慧城市', '区块链', '行业解决方案', '云计算', '文字功底', '需求调研']"
招聘青年中医师,石家庄,问止AI中医,20-99人,15-30K,1-3年,本科,"['中医儿科', '中医内科', '中医妇科', '中医医师资格证']"
直播场控,石家庄,石家庄拓霖文化传播,0-20人,3-5K,1年以内,本科,"['直播场控', '不接受居家办公', '抖音（抖音火山）', '带货直播', '内容策划', '热点事件策划', '主播经验', '人工智能']"
图文广告平面设计师（石家庄）,石家庄,施乐办公设备,100-499人,4-6K,1-3年,学历不限,"['AI', 'PS', 'CDR', '广告设计', '海报传单设计', '标志设计', '图文广告', '印前设计', '排版设计']"
智能驾驶算法工程师,石家庄,天津优控,100-499人,11-22K·13薪,经验不限,本科,"['智能驾驶', 'MATLAB']"
大数据产品经理,石家庄,赛诺贝斯,500-999人,9-14K,3-5年,本科,"['大数据产品', '市场调研', '需求分析', '用户研究', '产品运营', '数据分析', '产品/版本迭代']"
广告设计师,石家庄,路博广告制作中心,0-20人,2-4K,经验不限,学历不限,"['设计师', '广告制作', '广告设计', 'CorelDRAW', 'PhotoShop', '设计师助理', '企业/自有品牌']"
服装设计师助理,石家庄,勇士保罗服饰有限公司,100-499人,4-8K,经验不限,学历不限,"['设计初稿', '服装生产过程管理', '潮流趋势调研', '服装', 'PS', 'AI', 'CorelDRAW']"
广告设计师,石家庄,睿晓文化,0-20人,4-7K,3-5年,大专,"['视觉设计', '手绘', '不接受居家办公', 'PS', '海报传单设计', '广告/设计公司', 'AI', '画册设计']"
文创设计师,石家庄,锋河文创,20-99人,6-8K,1-3年,大专,"['手绘', '卡通风格', '人工智能', '原画设计', 'PhotoShop', 'AI软件', '平面设计', '公共艺术设计']"
沟通会计,石家庄,众诚同心,20-99人,3-6K,经验不限,大专,"['税收返还', '制造业', '代理记账公司', '出口退税', '人工智能', '税务筹划代理公司', '税务筹划', '其他行业']"
算法工程师,石家庄,雄安睿天,100-499人,10-15K·13薪,1-3年,硕士,"['机器学习算法/工程化经验', '计算机相关专业', '研究导向', '数学/统计相关专业', 'Python', '云计算']"
包装设计,石家庄,石家庄澄威包装科技,0-20人,6-10K,经验不限,大专,"['企业/自有品牌', '包装贴纸/插画设计', '外包装箱设计', '礼品', '酒水饮料', 'AI', 'PS', '熟悉包装规范', '熟悉印刷工艺', '沟通能力强']"
技术支持,石家庄,河北云儒,0-20人,5-10K,经验不限,学历不限,"['IT技术支持', '项目实施', '计算机软件', '人工智能', '机器人', '软件系统']"
3D设计师岗位职责,石家庄,普爱长者照护中心,100-499人,3-4K,1-3年,大专,['CAD']
印刷平面设计,石家庄,中古广告,0-20人,5-7K,5-10年,学历不限,"['熟悉印刷流程', '版面设计', '文字排版设计', '产品包装', 'PS', '熟悉印前工艺', 'AI', '画册手册', '期刊封面', '录入校对', '英文排版经验', '全职']"
智能硬件工程师,石家庄,火线智能,20-99人,5-10K,1-3年,大专,"['网络协议', '智能硬件', '物联网', '人工智能', '安防监控']"
市场推广专员.主管,石家庄,祎琨科技,20-99人,7-12K,经验不限,学历不限,"['销售岗', '商户合作', '快消/零售', '销售工作经验', '地推经验', '营销策划能力', '商务谈判能力', '快消品，地推.走访商家.业务拓展.渠道销', '销售代表，渠道拓展，区域经理人']"
区域项目经理,石家庄,上海优必杰,100-499人,8-12K,3-5年,大专,"['销售支持/交付管理', '计算机相关专业', '团队管理经验']"
河北方大新材料招聘供应链经理,石家庄,河北方大新材料,500-999人,8-12K,10年以上,本科,"['供应链计划', '需求管理']"
ETL工程师,石家庄,仁和众拓,20-99人,6-11K,1-3年,本科,"['DB2', 'MySQL', '大数据', '人工智能', 'BI']"
产品助理,石家庄,热点科技,20-99人,3-6K,1年以内,本科,['产品助理']
高级角色原画师,石家庄,那米时代,20-99人,9-14K,5-10年,学历不限,"['插画设计', '游戏美宣', '游戏角色原画', '设计服务商', '游戏公司']"
药物设计,石家庄,某国内大型知名药企公司,10000人以上,30-50K,3-5年,博士,"['综合性', '研发型']"
图文快印设计,石家庄,石家庄市青华印刷厂,20-99人,4-8K,经验不限,学历不限,"['CDR', '不接受居家办公', 'PS', '广告/设计公司', '海报传单设计', '图文排版 图文设计', 'AI', '封面设计', '画册设计', '企业/自有品牌']"
地垫地毯图案设计师,石家庄,巢美电商,20-99人,5-7K,3-5年,大专,"['AI', '设计师', '图案设计', 'PhotoShop']"
技術支持,石家庄,艾曼尤尼,20-99人,2-7K,经验不限,大专,"['AWS/Azure/阿里云相关认证', '硬件集成调试', '计算机/通信相关专业', '云服务', '机械/电子工程相关专业', '产品咨询', '技术沟通']"
插画师,石家庄,壹壹动漫/影视,20-99人,5-8K,3-5年,学历不限,"['ps', 'SAI', '手绘']"
平面设计,石家庄,河北乐游游旅游公司,0-20人,4-6K,1-3年,大专,"['企业/自有品牌', 'CDR', 'PS', 'AI', '不接受居家办公']"
平面设计师，CAD制图,石家庄,新华区恒之远图文...,0-20人,5-7K,经验不限,高中,"['包装设计', '企业/自有品牌', '广告/设计公司', 'CDR', 'PS', 'AI', '不接受居家办公']"
投资顾问,石家庄,北京疆亘长青企业管理,100-499人,10-15K,3-5年,本科,"['资产/财富管理', '对普通个人客户销售', '对高净值客户销售', '具有极强的客户开发能力', '理财', '证券从业资格/基金从业资格', '基金产品', '固定收益', '具有高净值客户资源/机构客户资源']"
平面设计（可兼职）,石家庄,桥西区至尚平面设...,0-20人,3-4K,1-3年,大专,"['VI设计', '包装设计', '画册设计', '广告/设计公司', 'CDR', 'PS', 'AI', '接受居家办公']"
python工程师,石家庄,开环智教科技,20-99人,6-8K,1-3年,本科,"['Python', 'C/C++', '计算机相关专业', '数学/统计相关专业']"
桥西区 短视频拍摄剪辑,石家庄,承德顺兴隆酒业,100-499人,5-10K,1-3年,大专,"['短视频', '宣传片', '电商视频', '达芬奇', 'AE', 'Photoshop', '剪辑', '特效', '音乐']"
软件开发岗,石家庄,河北银行,1000-9999人,10-15K,5-10年,本科,"['Java', '计算机/软件工程相关经验', 'Java开发经验', '分布式系统开发经验']"
课程咨询总监,石家庄,石家庄筝之韵文化,20-99人,6-11K,1-3年,大专,"['全职工作', '培训机构', '线上教育', '线下教育', '中学生', '学前儿童/小学生', '有大型教育机构经验', '有销售经验', '有教育工作经验', '接受居家办公']"
广告设计,石家庄,艺彬标识制作公司,20-99人,5-8K,3-5年,大专,"['CDR', '不接受居家办公', 'PS', '广告/设计公司', 'CAD', 'AI', '广告设计', 'CorelDRAW', 'PhotoShop']"
商务专员,石家庄,黑石网络科技,0-20人,4-9K,3-5年,大专,"['地推销售', '销售工程师']"
游戏场景原画,石家庄,神兽科技,0-20人,7-11K,1-3年,大专,"['场景编辑', '绘制设定图', '仙侠风', 'Q版', 'RPG游戏', '俯瞰']"
资深平面设计师,石家庄,达程,20-99人,4-8K,1-3年,高中,"['广告设计', '企业/自有品牌', '公关媒介代理商/服务商', 'AI', 'CorelDraw', 'PS', '不接受居家办公']"
算法工程师,石家庄,中数智创,100-499人,20-25K,3-5年,本科,"['TensorFlow/PyTorch', 'CNN/RNN/LSTM']"
平面设计师,石家庄,宏达印刷,0-20人,3-5K,1-3年,中专/中技,"['设计师', 'CorelDRAW', '印刷', '包装设计', 'AI']"
平面设计,石家庄,德睿大成传媒,0-20人,3-4K,1-3年,大专,"['PS', 'AI']"
燕赵驾校招聘驾校教练,石家庄,燕赵驾校,100-499人,5-10K,经验不限,学历不限,"['理论教练员', '直营教练', 'C1驾驶证', '有驾校教练经验', '车辆专业', '驾龄满5年']"
手绘插画ps海报广告画册电商兼职平面设计师,石家庄,日照快兆电子商务公司,0-20人,3-6K,经验不限,学历不限,"['包装设计', '海报传单设计', '广告设计', '企业/自有品牌', '广告/设计公司', 'CDR', 'PS', 'AI', '接受居家办公']"
平面设计岗位,石家庄,新乐市铭德广告设...,0-20人,3-6K,经验不限,学历不限,"['广告设计', '广告/设计公司', 'CDR', 'PS', 'AI', '不接受居家办公']"
平面设计,石家庄,睿猎广告,0-20人,3-6K,1-3年,本科,"['广告设计', '海报传单设计', '广告/设计公司', 'PS', 'AI', '不接受居家办公', '急招平面设计3名']"
课程研发主管,石家庄,萌匠创造,0-20人,8-13K,1-3年,本科,"['培训机构', '线下教育', '中学生', '大学/大专生', '学前儿童/小学生', '学科应试', '特长兴趣', '职业与技能培训', '化学', '数学', '物理', '体育', '人工智能', '编导', '创意/设计', '产品/运营', '制造/建筑技术', '有教育工作经验', '课程研发经验', '大型教育机构经验', '教育管理 研发']"
展览展示设计师,石家庄,中山景明,20-99人,3-8K,3-5年,大专,"['人工智能', '3DMax', 'CAD', 'PhotoShop', 'AI', '设计师', '展览  展示 布展 PS']"
资深电气工程师,石家庄,博菲悦,0-20人,5-7K,5-10年,本科,"['Java', 'CAD', 'PLC编程', '机械设计制造相关专业', '电子电气/自动化相关专业', '嵌入式开发经验', '工业控制', '人工智能', '物联网']"
工业设计工程师,石家庄,优谱通用,20-99人,4-6K,经验不限,大专,"['3DMax', 'KeyShot', 'PhotoShop', 'AI', '设计师', '外观设计', '全职兼职均可']"
高薪+双休+平面设计,石家庄,君亿文化传媒,20-99人,4-6K,1-3年,大专,"['封面设计', '海报传单设计', '画册设计', 'AE', 'AI', 'PS']"
高级解决方案工程师,石家庄,平普数政,100-499人,12-20K,10年以上,硕士,"['解决方案', '招投标', '售前方案', '系统集成项目', '数字乡村', 'to  G']"
平面视觉设计师,石家庄,西城医疗,20-99人,1-2K,经验不限,大专,"['广告设计', '画册设计', '海报传单设计', '企业/自有品牌', '广告/设计公司', 'PS', 'AI', '不接受居家办公', '书籍装帧设计', 'AI', '图案设计', '画册设计', '文创设计', 'PhotoShop', '全职']"
